Farm_ID,Location,Collection_Date,Growth_Stage,pH,EC,P,K,Temperature,Humidity,Moisture,N,Soil_Suitability,N_Status,P_Status,K_Status,Recommended_Urea,Recommended_TSP,Recommended_MOP,Recommended_Organic
BD_RK_2023_0076,Rathkarawua,9/2/2023,Tuber_Initiation,6.24,0.088,112,335.1,24.6,69.4,78.1,35.5,2,1,2,2,11,0,8,0
BD_BW_2023_0076,Bandarawela,1/18/2024,Vegetative,5.97,0.108,104.6,278.6,27.5,75.4,48.6,51.6,2,2,2,1,7,0,0,0
BD_ME_2024_0069,Makul_Ella,3/4/2024,Vegetative,5.26,0.245,59.5,262.9,19.9,83.7,46.9,54,1,2,1,1,7,0,0,0
BD_MH_2024_0069,Mirahawatte,3/9/2024,Vegetative,6.07,0.082,77.5,384,22,79.8,52.9,45.7,2,1,1,2,11,0,0,0
BD_UP_2023_0080,Uva_Paranagama,7/22/2024,Vegetative,5.91,0.181,38.8,193.3,26.8,74.6,30.1,43.3,1,1,0,1,11,0,0,0
BD_UP_2024_0081,Uva_Paranagama,5/24/2023,Vegetative,5.4,0.226,20,121.9,20.8,77.1,67.3,36.8,0,1,0,0,11,0,0,0
BD_RK_2024_0077,Rathkarawua,9/26/2024,Germination,5.23,0.095,137.1,277.4,21.6,69.9,55.9,62.7,2,2,2,1,3,0,8,600
BD_RK_2023_0078,Rathkarawua,5/11/2024,Vegetative,6.94,0.099,96.3,239.4,19.5,81.8,62.9,39.2,1,1,1,1,11,0,0,0
BD_BR_2024_0056,Boralanda,7/29/2024,Maturation,4.86,0.11,123.3,178.6,18.6,82.3,73.6,23.4,1,0,2,1,0,0,0,0
BD_HN_2024_0067,Hinnarangolla,3/1/2024,Maturation,5.96,0.161,119.3,146.6,18.6,84.4,51.1,40.4,1,1,2,0,0,0,0,0
BD_UP_2023_0082,Uva_Paranagama,3/26/2023,Germination,4.5,0.159,20,100,25.3,70.7,37.7,36.7,0,1,0,0,5.5,6.7,12.5,1500
BD_BR_2024_0057,Boralanda,2/3/2023,Tuber_Initiation,5.17,0.151,74.6,232.1,20.1,79.3,49.8,31.5,1,1,1,1,11,0,12.5,0
BD_BR_2024_0058,Boralanda,6/22/2023,Maturation,6.22,0.091,52.7,303.6,15.9,87.1,44.2,45.8,2,1,1,2,0,0,0,0
BD_MH_2024_0070,Mirahawatte,7/16/2024,Germination,5.54,0.098,108.8,349.3,19.8,74.6,68.6,36.2,2,1,2,2,5.5,0,5,600
BD_MH_2023_0071,Mirahawatte,10/2/2023,Tuber_Initiation,5.29,0.111,111.2,300.9,23.2,81.1,50.6,56.8,2,2,2,2,5.5,0,8,0
BD_ME_2023_0070,Makul_Ella,3/27/2024,Vegetative,6.61,0.156,64,115.1,18.7,77.4,63.5,36.5,0,1,1,0,11,0,0,0
BD_HN_2023_0068,Hinnarangolla,10/31/2024,Vegetative,5.89,0.095,20,323.6,23.5,74,56.3,39,2,1,0,2,11,0,0,0
BD_OH_2023_0077,Ohiya,4/5/2024,Tuber_Initiation,5.01,0.15,48.8,294.4,16.3,92.5,48,44.5,0,1,0,1,11,0,12.5,0
BD_RK_2023_0079,Rathkarawua,3/25/2024,Germination,6.46,0.064,122,239.9,25.6,73.7,42.5,50,2,2,2,1,3,0,8,600
BD_BR_2023_0059,Boralanda,8/25/2024,Tuber_Initiation,6.45,0.113,59.7,232.1,17.8,88.4,61.8,54.7,2,2,1,1,5.5,0,12.5,0
BD_MH_2024_0072,Mirahawatte,6/19/2023,Vegetative,6.7,0.113,175.8,257.2,22,85.1,52,45.7,2,1,2,1,11,0,0,0
BD_BR_2023_0060,Boralanda,3/2/2023,Tuber_Initiation,6.58,0.054,100.3,185.1,16.3,78.8,53.8,39.4,2,1,2,1,11,0,12.5,0
BD_ME_2024_0071,Makul_Ella,9/3/2024,Vegetative,5.57,0.183,104.3,266.5,19.7,85.7,46.5,55.3,1,2,2,1,7,0,0,0
BD_RK_2024_0080,Rathkarawua,10/24/2023,Tuber_Initiation,5.66,0.117,114.6,439.6,19.9,82.4,67.2,54.8,2,2,2,2,5.5,0,8,0
BD_ME_2023_0072,Makul_Ella,5/19/2023,Maturation,6.59,0.04,80,274.3,21.7,90.6,46.2,40.9,1,1,1,1,0,0,0,0
BD_HP_2024_0052,Haputhale,11/2/2024,Vegetative,6.61,0.059,150.3,313.8,22.2,71.5,44.9,60.7,2,2,2,2,7,0,0,0
BD_WD_2023_0074,Welimada,5/30/2023,Tuber_Initiation,6.26,0.155,68.2,266.9,17.4,84.9,43.7,47.4,1,1,1,1,11,0,12.5,0
BD_BR_2024_0061,Boralanda,5/16/2024,Vegetative,5.83,0.168,99.2,188.7,17.5,81,48.1,26.9,1,0,1,1,11,0,0,0
BD_MH_2024_0073,Mirahawatte,10/4/2024,Maturation,6.11,0.042,140.9,297.2,22.5,72.8,49.2,56.8,2,2,2,1,0,0,0,0
BD_HN_2024_0069,Hinnarangolla,3/19/2023,Germination,6.08,0.155,138.7,279.5,20.9,82.9,59.1,40.5,1,1,2,1,5.5,0,8,1000
BD_HN_2024_0070,Hinnarangolla,12/12/2024,Tuber_Initiation,5.81,0.065,83.5,293.6,19.7,79.9,49.8,37.6,2,1,1,1,11,0,12.5,0
BD_UP_2024_0083,Uva_Paranagama,12/2/2023,Germination,4.92,0.357,42.2,186.8,20.6,67.9,32.2,34.9,0,1,0,1,5.5,6.7,8,1500
BD_BW_2024_0077,Bandarawela,10/12/2024,Tuber_Initiation,6.53,0.127,140.4,348.2,25,80.6,55.3,45.2,2,1,2,2,11,0,8,0
BD_BW_2024_0078,Bandarawela,8/12/2023,Maturation,5.3,0.05,120.1,344.5,26.2,76.2,61,45.1,2,1,2,2,0,0,0,0
BD_BR_2024_0062,Boralanda,10/2/2023,Tuber_Initiation,6.04,0.17,110.8,372.1,18.9,79.6,59.9,61.2,2,2,2,2,5.5,0,8,0
BD_OH_2024_0078,Ohiya,7/14/2024,Vegetative,6.46,0.085,104.8,183.7,19.5,90.2,43,43.8,2,1,2,1,11,0,0,0
BD_MH_2024_0074,Mirahawatte,12/18/2023,Germination,6.88,0.063,100.7,258.9,20.8,70.9,63.2,53.9,2,2,2,1,3,0,8,600
BD_HP_2023_0053,Haputhale,10/3/2024,Maturation,6.22,0.137,108.1,319,19.9,78.9,50.2,47.2,2,1,2,2,0,0,0,0
BD_HP_2023_0054,Haputhale,6/11/2023,Maturation,6.31,0.093,119,339.8,19.1,71.9,53.2,51.2,2,2,2,2,0,0,0,0
BD_UP_2023_0084,Uva_Paranagama,3/14/2024,Vegetative,6.06,0.403,51.9,254.1,27.3,69.2,42.5,29.9,1,0,1,1,11,0,0,0
BD_WD_2024_0075,Welimada,6/12/2023,Tuber_Initiation,5.65,0.157,86.9,183.3,20.8,77.9,34.4,34.6,1,1,1,1,11,0,12.5,0
BD_BW_2024_0079,Bandarawela,9/14/2023,Germination,5.85,0.104,146.6,271.8,22,80,43.7,46.3,2,1,2,1,5.5,0,8,600
BD_RK_2023_0081,Rathkarawua,2/23/2023,Maturation,6.42,0.094,111.4,305.4,24.7,81.2,46.8,46.4,2,1,2,2,0,0,0,0
BD_OH_2023_0079,Ohiya,3/15/2024,Germination,5.14,0.127,104.8,198.8,14,84.9,56.3,56.7,2,2,2,1,3,0,8,1000
BD_BW_2023_0080,Bandarawela,8/7/2023,Maturation,6.64,0.119,105.7,311.8,27.4,65.5,46.7,30.9,2,1,2,2,0,0,0,0
BD_BW_2023_0081,Bandarawela,8/30/2024,Vegetative,6.73,0.047,175.2,295.5,20.3,67.5,40.3,41.8,2,1,2,1,11,0,0,0
BD_ME_2024_0073,Makul_Ella,1/10/2023,Germination,6.43,0.094,93.5,232.1,23.5,90.4,59.2,21.2,2,0,1,1,5.5,4.5,8,1500
BD_RK_2023_0082,Rathkarawua,3/8/2024,Vegetative,5.42,0.04,142.3,257.4,26.6,74.7,50.3,57.1,2,2,2,1,7,0,0,0
BD_UP_2023_0085,Uva_Paranagama,8/23/2023,Maturation,4.79,0.094,58.3,162.8,25.5,72.7,41.7,45.9,1,1,1,1,0,0,0,0
BD_BW_2023_0082,Bandarawela,4/16/2023,Tuber_Initiation,6.28,0.087,146.3,280.9,26.7,74.9,63.6,51.3,2,2,2,1,5.5,0,12.5,0
BD_RK_2024_0083,Rathkarawua,5/21/2023,Maturation,6.63,0.119,93.1,283,20.9,70.7,34.5,33.6,1,1,1,1,0,0,0,0
BD_WD_2023_0076,Welimada,3/12/2023,Germination,5.11,0.071,110.7,176.8,21.2,81.6,73.3,60.9,2,2,2,1,3,0,8,1500
BD_MH_2023_0075,Mirahawatte,3/26/2024,Tuber_Initiation,6.04,0.07,123.2,307.5,21.2,75.7,57.9,44,2,1,2,2,11,0,8,0
BD_BR_2023_0063,Boralanda,2/26/2024,Maturation,5.35,0.141,70.7,311.1,20.6,86.3,56.2,50,2,1,1,2,0,0,0,0
BD_BR_2023_0064,Boralanda,4/13/2023,Vegetative,6.31,0.16,70.2,168.7,18.9,93,72,33.4,1,1,1,1,11,0,0,0
BD_BW_2024_0083,Bandarawela,12/26/2023,Maturation,6.61,0.056,60.8,341.7,25.2,79.2,44.3,46.3,2,1,1,2,0,0,0,0
BD_RK_2023_0084,Rathkarawua,9/11/2023,Tuber_Initiation,5.96,0.109,132.4,331.5,20,78.2,44.9,38.2,2,1,2,2,11,0,8,0
BD_BW_2023_0084,Bandarawela,7/20/2024,Tuber_Initiation,5.48,0.078,147.3,220.8,25,79.6,50.5,40,2,1,2,1,11,0,12.5,0
BD_HP_2024_0055,Haputhale,7/30/2023,Vegetative,6.14,0.094,127.7,286,24.7,73,54.8,64.3,2,2,2,1,7,0,0,0
BD_HN_2024_0071,Hinnarangolla,10/23/2024,Germination,5.54,0.102,68.4,359.6,24.9,83.5,53.6,47.1,2,1,1,2,5.5,4.5,5,1500
BD_BR_2024_0065,Boralanda,1/31/2024,Germination,5.27,0.149,81.7,245.7,16.7,89.7,64.3,28.8,1,0,1,1,5.5,4.5,8,1000
BD_BR_2024_0066,Boralanda,10/15/2024,Germination,5.81,0.173,36.3,273.5,20.2,81.9,59.1,43.1,1,1,0,1,5.5,6.7,8,1000
BD_ME_2023_0074,Makul_Ella,1/5/2024,Tuber_Initiation,5.44,0.111,46,222.7,16.8,87.2,55.9,46.8,1,1,0,1,11,0,12.5,0
BD_WD_2024_0077,Welimada,8/5/2024,Maturation,5.63,0.179,88.6,246.3,21.5,75.7,60.8,29.9,1,0,1,1,0,0,0,0
BD_RK_2023_0085,Rathkarawua,4/27/2024,Germination,6.13,0.108,150.3,260.4,23.9,77.1,68.3,46.8,2,1,2,1,5.5,0,8,600
BD_HP_2023_0056,Haputhale,1/15/2023,Tuber_Initiation,6.2,0.104,144.4,326.1,24.6,74.6,37.7,44.1,2,1,2,2,11,0,8,0
BD_BR_2023_0067,Boralanda,3/3/2023,Maturation,6.84,0.072,83.3,305.9,15.8,82.6,52.7,39.8,2,1,1,2,0,0,0,0
BD_ME_2024_0075,Makul_Ella,10/5/2024,Maturation,5.76,0.23,107.9,218.4,23.7,86.8,55.1,36.6,1,1,2,1,0,0,0,0
BD_HN_2024_0072,Hinnarangolla,3/26/2023,Vegetative,5.74,0.104,118.2,181.5,19.1,89.1,65.9,58.9,2,2,2,1,7,0,0,0
BD_OH_2023_0080,Ohiya,11/14/2023,Germination,5.99,0.042,69.7,210,17.9,90.3,43.1,18.2,2,0,1,1,5.5,4.5,8,1000
BD_ME_2023_0076,Makul_Ella,6/9/2023,Tuber_Initiation,5.69,0.229,100.5,309.5,17.1,78.6,52,18.2,2,0,2,2,16.5,0,8,0
BD_HN_2023_0073,Hinnarangolla,11/14/2023,Maturation,6.19,0.147,59.7,259.8,21.7,89.6,68.8,36.3,2,1,1,1,0,0,0,0
BD_BR_2023_0068,Boralanda,9/8/2023,Germination,6.54,0.068,82.2,342.9,19,90.6,62.6,25.3,2,0,1,2,5.5,4.5,5,600
BD_HN_2023_0074,Hinnarangolla,4/9/2024,Germination,6,0.226,127,191.5,18.4,81.5,62.7,29,1,0,2,1,5.5,0,8,1500
BD_OH_2023_0081,Ohiya,5/3/2023,Germination,6.53,0.099,37,256.5,16.9,94.6,52.8,45.4,1,1,0,1,5.5,6.7,8,1500
BD_WD_2023_0078,Welimada,6/17/2023,Maturation,6.89,0.108,49,232.4,17,87,60.1,20,1,0,0,1,0,0,0,0
BD_RK_2024_0086,Rathkarawua,6/20/2023,Tuber_Initiation,5.69,0.083,156.9,329.7,25.6,70.1,33.5,49.8,2,1,2,2,11,0,8,0
BD_WD_2024_0079,Welimada,5/1/2023,Germination,6.34,0.057,54.2,169.2,19,81.2,30,31.7,2,1,1,1,5.5,4.5,8,1000
BD_RK_2024_0087,Rathkarawua,10/6/2023,Germination,6.25,0.082,111.8,256.2,21.4,80.8,68.5,47.5,2,1,2,1,5.5,0,8,600
BD_OH_2023_0082,Ohiya,5/23/2024,Maturation,5.42,0.11,56.5,218,19,85.9,59.7,15.5,1,0,1,1,0,0,0,0
BD_ME_2024_0077,Makul_Ella,2/26/2023,Maturation,5.34,0.09,61.4,164.7,16.5,78.3,36.5,44.2,1,1,1,1,0,0,0,0
BD_MH_2023_0076,Mirahawatte,1/12/2024,Vegetative,6.46,0.056,116.5,370.5,19.4,83.7,50.6,41.2,2,1,2,2,11,0,0,0
BD_OH_2023_0083,Ohiya,8/10/2024,Germination,6.02,0.04,70.6,246.5,17.9,93.1,48.9,26.6,2,0,1,1,5.5,4.5,8,1000
BD_BR_2023_0069,Boralanda,2/15/2023,Germination,5.83,0.178,102.6,136.8,16.6,85.7,81.3,45,1,1,2,0,5.5,0,12.5,1500
BD_BR_2023_0070,Boralanda,4/28/2024,Tuber_Initiation,6.24,0.095,119.6,245.4,16.2,90.1,70.3,43.4,2,1,2,1,11,0,12.5,0
BD_HN_2023_0075,Hinnarangolla,7/3/2023,Germination,4.95,0.173,52.4,184.8,19,89.7,55.3,48.7,1,1,1,1,5.5,4.5,8,1000
BD_ME_2024_0078,Makul_Ella,8/18/2023,Tuber_Initiation,6.76,0.211,94.7,178.8,16.9,76.2,65.4,27.6,1,0,1,1,16.5,0,12.5,0
BD_BR_2024_0071,Boralanda,11/24/2023,Tuber_Initiation,6.35,0.225,156.2,243.4,17.7,94.6,59.1,34.5,1,1,2,1,11,0,12.5,0
BD_BW_2024_0085,Bandarawela,5/3/2023,Germination,6.05,0.098,140.2,354.8,25.5,66.4,48.7,52,2,2,2,2,3,0,5,600
BD_WD_2023_0080,Welimada,6/12/2024,Germination,6.35,0.194,60.2,258.6,21.7,78.7,61.7,31.1,1,1,1,1,5.5,4.5,8,1000
BD_HN_2023_0076,Hinnarangolla,4/21/2024,Tuber_Initiation,5.69,0.04,49.3,254,19.4,87.6,72.7,22.5,1,0,0,1,16.5,0,12.5,0
BD_OH_2024_0084,Ohiya,3/30/2023,Maturation,6.37,0.139,92.8,184.9,12.5,92.4,44.9,35.2,2,1,1,1,0,0,0,0
BD_HP_2024_0057,Haputhale,7/25/2023,Tuber_Initiation,6.16,0.132,147.8,337.4,21.7,88.8,54.1,59.3,2,2,2,2,5.5,0,8,0
BD_MH_2024_0077,Mirahawatte,9/29/2024,Vegetative,5,0.105,92.8,333.3,25.7,83.6,42.2,46.9,2,1,1,2,11,0,0,0
BD_UP_2024_0086,Uva_Paranagama,8/28/2024,Maturation,7.21,0.292,43.3,187.1,24.2,66,38.8,18.8,0,0,0,1,0,0,0,0
BD_BR_2023_0072,Boralanda,6/4/2023,Germination,6.22,0.115,67.7,221.7,18.6,91.4,59.6,53.9,2,2,1,1,3,4.5,8,1000
BD_HN_2023_0077,Hinnarangolla,8/27/2023,Tuber_Initiation,5.47,0.081,88.1,229.2,20.1,75.1,67.5,43.1,1,1,1,1,11,0,12.5,0
BD_HP_2024_0058,Haputhale,1/2/2023,Maturation,6.36,0.04,83.7,330.9,20.1,79.8,58.1,55.3,2,2,1,2,0,0,0,0
BD_OH_2023_0085,Ohiya,7/30/2023,Vegetative,5.51,0.15,85.6,200.6,17.6,88.8,64.4,47.2,1,1,1,1,11,0,0,0
BD_HN_2024_0078,Hinnarangolla,3/3/2023,Vegetative,6.68,0.17,75.3,239.9,20.6,75.8,76,48.9,1,1,1,1,11,0,0,0
BD_OH_2023_0086,Ohiya,2/14/2023,Vegetative,4.57,0.138,85.8,258.3,12.4,91.6,57.2,27.1,1,0,1,1,11,0,0,0
BD_ME_2024_0079,Makul_Ella,12/18/2024,Tuber_Initiation,6.91,0.083,92.3,251.6,16.9,91.8,51.1,34.1,1,1,1,1,11,0,12.5,0
BD_UP_2023_0087,Uva_Paranagama,8/17/2024,Germination,4.89,0.095,45.2,197.2,20.2,77.8,37.2,25.5,1,0,0,1,5.5,6.7,8,1500
BD_ME_2023_0080,Makul_Ella,10/14/2024,Maturation,5.05,0.083,62.3,269.9,20.5,89.6,48.5,43.5,1,1,1,1,0,0,0,0
BD_BW_2023_0086,Bandarawela,3/21/2024,Vegetative,6.3,0.1,111.4,280,21.1,77.9,52.3,53.2,2,2,2,1,7,0,0,0
BD_BR_2024_0073,Boralanda,9/25/2023,Tuber_Initiation,6.28,0.136,76.4,251.6,23,82.3,48.6,46.3,2,1,1,1,11,0,12.5,0
BD_HN_2024_0079,Hinnarangolla,11/22/2023,Maturation,6.52,0.094,20,204,22.6,73.5,50.5,39.1,1,1,0,1,0,0,0,0
BD_OH_2023_0087,Ohiya,3/18/2023,Vegetative,6.79,0.136,118.5,247.2,12.7,87.7,64.9,47.4,2,1,2,1,11,0,0,0
BD_WD_2023_0081,Welimada,6/9/2023,Germination,5.61,0.153,63.5,224.2,18.5,82.2,57,25.5,1,0,1,1,5.5,4.5,8,1000
BD_WD_2024_0082,Welimada,4/22/2024,Tuber_Initiation,5.33,0.149,51,278.7,21.7,86.7,45.9,43.2,1,1,1,1,11,0,12.5,0
BD_HN_2023_0080,Hinnarangolla,7/2/2024,Tuber_Initiation,5.32,0.133,55.3,299.6,20.4,81.7,52.1,26.4,1,0,1,1,16.5,0,12.5,0
BD_BR_2024_0074,Boralanda,11/12/2023,Maturation,5.97,0.193,68.2,274.2,19.3,83.5,58.3,52.3,1,2,1,1,0,0,0,0
BD_OH_2023_0088,Ohiya,4/3/2023,Vegetative,6.63,0.183,77.6,327.2,16.1,92,75.4,27.4,1,0,1,2,11,0,0,0
BD_OH_2023_0089,Ohiya,8/9/2023,Tuber_Initiation,5.17,0.105,33.2,252.7,12.5,88.9,48.7,54.8,1,2,0,1,5.5,0,12.5,0
BD_WD_2023_0083,Welimada,12/29/2024,Vegetative,6.37,0.157,95.3,280.6,23.2,82.6,55.9,46.2,1,1,1,1,11,0,0,0
BD_RK_2024_0088,Rathkarawua,6/9/2024,Germination,5.91,0.066,82.3,249.5,21.8,69.2,54.9,40.4,2,1,1,1,5.5,4.5,8,1000
BD_OH_2024_0090,Ohiya,6/28/2023,Germination,6.54,0.158,57,226.8,18.1,87.7,56.2,48.7,1,1,1,1,5.5,4.5,8,1000
BD_HN_2024_0081,Hinnarangolla,7/23/2024,Vegetative,6.54,0.139,93.4,239.9,21.2,78.3,70,41,1,1,1,1,11,0,0,0
BD_BW_2024_0087,Bandarawela,4/15/2023,Vegetative,7.05,0.071,127.1,376,23.3,78.7,41.6,46.7,2,1,2,2,11,0,0,0
BD_BW_2023_0088,Bandarawela,3/5/2023,Vegetative,6.49,0.12,87.5,301.4,20.2,77.1,52.9,57.6,2,2,1,2,7,0,0,0
BD_WD_2023_0084,Welimada,2/15/2024,Tuber_Initiation,6.41,0.083,67.4,288.8,22.5,88.6,50.5,21.8,2,0,1,1,16.5,0,12.5,0
BD_BW_2024_0089,Bandarawela,3/18/2023,Germination,7.1,0.101,97.3,356.7,24.3,74,42.5,40.4,1,1,1,2,5.5,4.5,5,600
BD_BW_2023_0090,Bandarawela,10/23/2024,Maturation,5.85,0.111,116.8,273.6,24.7,72.4,46.4,36.6,2,1,2,1,0,0,0,0
BD_WD_2023_0085,Welimada,12/6/2023,Germination,7.02,0.12,20,216.5,16.3,83.5,40.6,18.4,1,0,0,1,5.5,6.7,8,600
BD_HP_2024_0059,Haputhale,2/21/2023,Vegetative,7,0.107,165.8,275.3,19.7,71.2,39.2,47.9,2,1,2,1,11,0,0,0
BD_MH_2024_0078,Mirahawatte,2/9/2024,Maturation,5.85,0.145,109.4,321.7,20.7,80.5,42.4,51.1,2,2,2,2,0,0,0,0
BD_HP_2024_0060,Haputhale,11/30/2024,Maturation,5.97,0.073,113.5,284.6,18.1,80.4,62.5,38,2,1,2,1,0,0,0,0
BD_WD_2024_0086,Welimada,8/8/2023,Vegetative,6.27,0.263,83,200.4,18.1,83.6,47.9,26.8,1,0,1,1,11,0,0,0
BD_OH_2024_0091,Ohiya,4/1/2024,Vegetative,6.01,0.125,130.8,247.6,15.4,93.3,46.8,47.7,2,1,2,1,11,0,0,0
BD_HP_2023_0061,Haputhale,10/24/2024,Tuber_Initiation,6.24,0.101,150.2,338.1,19.8,77.8,45,56.8,2,2,2,2,5.5,0,8,0
BD_UP_2024_0088,Uva_Paranagama,7/17/2024,Maturation,5.83,0.164,71.7,119.3,25.9,70,44.5,21.3,1,0,1,0,0,0,0,0
BD_HP_2023_0062,Haputhale,10/14/2023,Maturation,5.32,0.096,97.9,308.1,22.8,78.4,45.2,49.4,2,1,1,2,0,0,0,0
BD_WD_2024_0087,Welimada,7/24/2023,Vegetative,5.62,0.316,77.1,290.5,17.6,79.3,45.3,40.3,1,1,1,1,11,0,0,0
BD_ME_2023_0081,Makul_Ella,1/27/2024,Tuber_Initiation,5.75,0.108,96.2,186.1,17.3,88.7,58,47.5,2,1,1,1,11,0,12.5,0
BD_UP_2024_0089,Uva_Paranagama,12/19/2023,Tuber_Initiation,5.21,0.171,62.2,127.6,23.3,84,39.1,31.1,0,1,1,0,11,0,12.5,0
BD_HN_2024_0082,Hinnarangolla,7/4/2023,Germination,6.44,0.12,58.3,194.9,21.5,80.5,41.3,48.7,2,1,1,1,5.5,4.5,8,600
BD_RK_2023_0089,Rathkarawua,1/31/2023,Tuber_Initiation,6.9,0.071,119.2,320.3,22.2,70.7,67.4,44,2,1,2,2,11,0,8,0
BD_HP_2024_0063,Haputhale,6/26/2024,Tuber_Initiation,5.77,0.086,120.5,373.6,23.5,86.8,56.6,50,2,1,2,2,11,0,8,0
BD_MH_2023_0079,Mirahawatte,6/13/2023,Germination,6.78,0.051,108.5,292.8,23.7,80.6,41.4,58.3,2,2,2,1,3,0,8,600
BD_BR_2023_0075,Boralanda,9/30/2023,Germination,6.6,0.128,24,208.1,20.2,83.6,62.5,34.3,1,1,0,1,5.5,6.7,8,600
BD_BR_2024_0076,Boralanda,12/30/2023,Vegetative,5.12,0.052,59.9,190.1,15.3,86.6,56.8,44.9,1,1,1,1,11,0,0,0
BD_WD_2023_0088,Welimada,8/29/2024,Tuber_Initiation,6.46,0.11,84.6,244.8,16.2,87.5,53.6,43,2,1,1,1,11,0,12.5,0
BD_RK_2023_0090,Rathkarawua,12/21/2024,Tuber_Initiation,6.28,0.088,133.4,286.9,24.5,77.6,52.8,44.2,2,1,2,1,11,0,12.5,0
BD_MH_2023_0080,Mirahawatte,7/30/2024,Vegetative,6.08,0.069,110.4,314.7,24.9,81.1,54.7,58.8,2,2,2,2,7,0,0,0
BD_UP_2024_0090,Uva_Paranagama,6/29/2023,Maturation,6.75,0.305,20,120.8,20,83.5,47,31.1,0,1,0,0,0,0,0,0
BD_HP_2023_0064,Haputhale,2/27/2023,Vegetative,5.75,0.049,82.8,326.4,24.5,83.8,54.9,47.8,2,1,1,2,11,0,0,0
BD_MH_2023_0081,Mirahawatte,1/21/2023,Maturation,6.58,0.081,146.8,284.8,19.1,75.8,52.3,45.8,2,1,2,1,0,0,0,0
BD_HP_2024_0065,Haputhale,9/20/2024,Vegetative,5.9,0.106,123.5,303.6,22.9,82.5,62.8,53.7,2,2,2,2,7,0,0,0
BD_WD_2024_0089,Welimada,7/1/2023,Tuber_Initiation,6.81,0.142,123.3,254.6,17.7,76.4,55.8,42.4,2,1,2,1,11,0,12.5,0
BD_HP_2023_0066,Haputhale,6/1/2023,Vegetative,7.1,0.128,51.9,301.4,22.9,86.6,57,43.5,1,1,1,2,11,0,0,0
BD_BW_2024_0091,Bandarawela,3/16/2023,Tuber_Initiation,6.32,0.1,91.8,263.7,21.8,68.4,51.9,47.6,2,1,1,1,11,0,12.5,0
BD_HN_2023_0083,Hinnarangolla,12/11/2023,Tuber_Initiation,6.63,0.152,128.1,205.1,20.7,79,44.3,22.3,1,0,2,1,16.5,0,12.5,0
BD_RK_2023_0091,Rathkarawua,6/11/2023,Maturation,6.51,0.044,109.7,328.4,21.6,80.9,62.1,32.7,2,1,2,2,0,0,0,0
BD_UP_2024_0091,Uva_Paranagama,6/28/2023,Tuber_Initiation,5.76,0.254,81.4,159.8,24.5,78.2,53,25.8,1,0,1,1,16.5,0,12.5,0
BD_BR_2023_0077,Boralanda,1/23/2024,Tuber_Initiation,6.92,0.146,97.9,204.4,15.6,85.3,62.8,22.5,1,0,1,1,16.5,0,12.5,0
BD_OH_2023_0092,Ohiya,7/1/2023,Germination,4.84,0.207,98.4,283.8,17.1,88.3,69.9,45.3,1,1,1,1,5.5,4.5,8,1000
BD_MH_2024_0082,Mirahawatte,8/4/2024,Germination,6.42,0.127,116.1,323.7,21.8,75.3,41.1,43.2,2,1,2,2,5.5,0,5,1000
BD_WD_2024_0090,Welimada,9/18/2024,Vegetative,5.24,0.15,81.7,328.5,18.4,84.8,67.8,23.4,2,0,1,2,11,0,0,0
BD_MH_2023_0083,Mirahawatte,5/23/2024,Vegetative,7.28,0.048,118.4,274.9,25,78.7,62.3,37.9,1,1,2,1,11,0,0,0
BD_RK_2023_0092,Rathkarawua,9/1/2023,Tuber_Initiation,6.27,0.04,71.7,353.9,21.9,84.7,46.4,58.5,2,2,1,2,5.5,0,8,0
BD_RK_2023_0093,Rathkarawua,10/13/2024,Germination,6.9,0.111,110.9,276.4,19.2,75.9,35.9,45.6,2,1,2,1,5.5,0,8,1000
BD_RK_2024_0094,Rathkarawua,1/12/2023,Tuber_Initiation,6.43,0.092,122.3,363.5,23.6,87,55,47.4,2,1,2,2,11,0,8,0
BD_BR_2023_0078,Boralanda,12/10/2024,Germination,5.77,0.109,95.5,207.4,18.1,86.6,61.9,42.1,2,1,1,1,5.5,4.5,8,600
BD_RK_2024_0095,Rathkarawua,4/21/2023,Germination,5.54,0.09,114,289.9,22.4,78.3,58.1,50.5,2,2,2,1,3,0,8,1000
BD_HP_2024_0067,Haputhale,3/24/2024,Maturation,6.75,0.112,101.6,337.5,21.8,76.6,41.6,43.2,2,1,2,2,0,0,0,0
BD_WD_2024_0091,Welimada,5/19/2024,Maturation,5.53,0.088,114.8,225.6,19.5,76.2,39.1,43.5,2,1,2,1,0,0,0,0
BD_RK_2024_0096,Rathkarawua,4/14/2023,Maturation,6.96,0.091,117.2,353.4,25.3,74.5,32.9,57.5,2,2,2,2,0,0,0,0
BD_MH_2023_0084,Mirahawatte,6/16/2023,Maturation,5.92,0.077,130.4,279.7,25.5,79.5,44.5,53.8,2,2,2,1,0,0,0,0
BD_BW_2023_0092,Bandarawela,10/29/2023,Germination,5.37,0.04,173,298.7,27.2,72.9,46.9,64.7,2,2,2,1,3,0,8,600
BD_RK_2024_0097,Rathkarawua,4/18/2023,Germination,6.16,0.113,132.4,373,23.2,73.4,42.9,54.5,2,2,2,2,3,0,5,600
BD_RK_2023_0098,Rathkarawua,1/20/2024,Vegetative,6.31,0.125,157.2,259.2,20.6,87.2,73.9,37,2,1,2,1,11,0,0,0
