season,district,field_size_acres,potato_variety,soil_type,planned_fertilizer_kg_per_acre,seed_cost_lkr,fertilizer_cost_lkr,labor_cost_lkr,crop_quality,hands_on_money_lkr,selling_price_lkr_per_kg,actual_yield_kg_per_acre
Yala,Badulla,2.56,Granola,Loamy,1198,192120,21074,171375,Medium,384569,130,6656
Yala,Badulla,2.58,Other,Loamy,980,174860,16398,117945,Low,309203,139,5246
Yala,Nuwara_Eliya,2.73,Granola,Clay_Loam,1507,254916,29366,168087,Low,452369,106,5655
Maha,Badulla,1.79,Granola,Clay_Loam,1114,204335,19066,130275,Medium,353676,123,6860
Maha,Badulla,2.89,Granola,Sandy_Loam,1125,169833,16247,177776,High,363856,125,7232
Yala,Nuwara_Eliya,2.33,Lapala,Sandy_Loam,982,148696,15107,166164,Medium,329967,123,6632
Maha,Badulla,1.62,Lapala,Loamy,1056,162508,18308,170626,Medium,351442,118,6563
Maha,Badulla,2.29,Lapala,Clay_Loam,1391,215618,25109,129065,Medium,369792,117,6449
Yala,Nuwara_Eliya,1.36,Lapala,Sandy_Loam,1170,198118,22553,106963,Low,327634,130,5512
Maha,Nuwara_Eliya,2.5,Lapala,Clay_Loam,1028,171326,13158,142982,Low,327466,128,5171
Yala,Nuwara_Eliya,0.53,Granola,Clay_Loam,1085,204713,15519,170037,Medium,390269,134,6959
Maha,Badulla,1.52,Granola,Sandy_Loam,1393,214035,23697,164514,Medium,402246,125,6758
Yala,Nuwara_Eliya,2.97,Lapala,Sandy_Loam,1387,243860,21686,132674,Low,398220,113,5331
Yala,Badulla,2.51,Granola,Sandy_Loam,1411,257951,22470,109501,Low,389922,98,5780
Maha,Badulla,0.78,Granola,Loamy,787,136728,9794,101154,Medium,247676,114,6790
Yala,Badulla,0.67,Other,Sandy_Loam,1444,210940,18079,177738,Low,406757,124,5656
Maha,Badulla,2.99,Lapala,Loamy,1162,212446,20654,169550,Low,402650,120,5788
Maha,Badulla,0.62,Granola,Loamy,1022,180607,17874,118629,Medium,317110,98,6288
Yala,Nuwara_Eliya,1.63,Granola,Clay_Loam,1297,229788,24026,151746,Medium,405560,112,6226
Yala,Nuwara_Eliya,1.79,Lapala,Clay_Loam,1705,316779,24248,106910,Medium,447937,103,6334
Yala,Badulla,0.93,Granola,Loamy,1109,160136,19562,122411,Medium,302109,92,6407
Maha,Badulla,1.97,Other,Sandy_Loam,1383,231411,21266,145680,Low,398357,112,5358
Maha,Nuwara_Eliya,2.68,Granola,Clay_Loam,808,114264,14190,162675,Low,291129,123,5784
Yala,Badulla,0.77,Granola,Sandy_Loam,926,142404,12410,159724,Low,314538,137,5984
Yala,Badulla,2.9,Granola,Clay_Loam,1275,198705,21973,97202,Medium,317880,102,6990
Maha,Nuwara_Eliya,2.82,Granola,Clay_Loam,1166,189414,23126,176385,High,388925,106,7207
Maha,Nuwara_Eliya,1.03,Lapala,Loamy,1128,161913,17147,141922,High,320982,132,7436
Maha,Nuwara_Eliya,0.65,Lapala,Sandy_Loam,1273,206728,18425,135215,Medium,360368,106,6678
Yala,Badulla,0.62,Granola,Sandy_Loam,1045,156582,17911,131227,Low,305720,129,5829
Maha,Nuwara_Eliya,2.98,Lapala,Loamy,1333,193830,22830,137086,Medium,353746,134,6952
Maha,Nuwara_Eliya,1.59,Granola,Sandy_Loam,1569,292662,24204,119825,High,436691,138,7541
Yala,Nuwara_Eliya,1.66,Granola,Loamy,1398,262671,21297,168779,High,452747,99,7242
Yala,Badulla,2.41,Granola,Sandy_Loam,1159,198620,19157,145093,Medium,362870,117,6336
Maha,Badulla,1.31,Lapala,Clay_Loam,1119,175978,16470,170995,Low,363443,92,5625
Maha,Nuwara_Eliya,0.57,Granola,Loamy,973,177556,15082,177140,High,369778,137,7725
Yala,Badulla,2.27,Other,Loamy,1401,220336,25250,128210,Medium,373796,131,6779
Maha,Nuwara_Eliya,2.56,Granola,Loamy,890,150377,14800,108621,High,273798,129,7421
Yala,Nuwara_Eliya,1.08,Other,Clay_Loam,1220,184815,14987,162407,Low,362209,120,4850
Maha,Nuwara_Eliya,1.63,Lapala,Loamy,960,180361,17500,156305,Medium,354166,124,6360
Maha,Nuwara_Eliya,1.24,Granola,Loamy,1167,186235,15441,123913,High,325589,121,7241
Yala,Nuwara_Eliya,1.36,Lapala,Clay_Loam,1266,200173,18889,169147,Medium,388209,91,6752
Maha,Badulla,2.2,Granola,Sandy_Loam,1517,249150,19487,115012,Medium,383649,134,6901
Maha,Badulla,0.68,Lapala,Sandy_Loam,1243,200979,20815,111005,Medium,332799,137,6365
Yala,Nuwara_Eliya,1.62,Lapala,Loamy,1683,260262,29344,118394,Low,408000,129,5788
Yala,Badulla,0.67,Granola,Clay_Loam,834,126459,14123,135810,High,276392,139,7396
Yala,Nuwara_Eliya,1.61,Granola,Sandy_Loam,1400,203110,20477,96774,Medium,320361,93,6179
Maha,Badulla,1.71,Granola,Loamy,859,146671,17023,100018,High,263712,100,7082
Yala,Nuwara_Eliya,2.43,Other,Loamy,1274,241552,16336,94767,Medium,352655,132,6870
Yala,Badulla,0.78,Granola,Loamy,1424,254621,23183,161774,Medium,439578,119,6742
Yala,Badulla,1.25,Other,Sandy_Loam,1335,203059,20684,156640,Low,380383,112,5049
Maha,Nuwara_Eliya,2.48,Lapala,Sandy_Loam,1266,238054,15606,97022,Medium,350682,134,6786
Yala,Badulla,2.86,Lapala,Loamy,1135,200250,19483,178717,Medium,398450,100,6701
Yala,Nuwara_Eliya,0.7,Granola,Loamy,1232,201419,17311,170210,High,388940,114,7352
Maha,Nuwara_Eliya,1.46,Other,Sandy_Loam,1193,187569,20287,171936,Low,379792,103,5808
Yala,Nuwara_Eliya,0.93,Lapala,Sandy_Loam,977,152113,17071,109398,Low,278582,110,5620
Yala,Badulla,2.93,Granola,Clay_Loam,1469,215966,24530,108087,High,348583,129,7009
Maha,Nuwara_Eliya,0.99,Lapala,Clay_Loam,1049,156738,16788,161390,Medium,334916,97,6172
Yala,Badulla,1.35,Lapala,Loamy,1140,205885,15101,161095,Low,382081,93,5912
Maha,Badulla,1.06,Granola,Clay_Loam,702,115242,12861,132954,Medium,261057,129,6327
Yala,Nuwara_Eliya,1.32,Granola,Loamy,1184,174528,21894,127853,High,324275,128,8113
Yala,Badulla,2.88,Granola,Loamy,1282,219537,15535,157324,Medium,392396,94,6625
Maha,Nuwara_Eliya,1.63,Granola,Clay_Loam,1354,249054,23634,138696,Low,411384,138,5723
Maha,Nuwara_Eliya,0.82,Granola,Sandy_Loam,1253,208804,21427,117346,Medium,347577,117,6167
Maha,Badulla,1.94,Lapala,Loamy,863,126118,14258,114308,Medium,254684,109,6316
Yala,Badulla,0.5,Other,Sandy_Loam,1291,225987,25155,149910,Low,401052,103,5922
Maha,Badulla,1.89,Granola,Clay_Loam,1575,271829,21278,95671,Low,388778,111,5521
Yala,Nuwara_Eliya,1.42,Granola,Clay_Loam,984,144125,15830,103830,Low,263785,120,5791
Yala,Badulla,2.57,Granola,Loamy,1020,166313,18695,132112,High,317120,118,7763
Maha,Nuwara_Eliya,1.4,Granola,Sandy_Loam,1441,232871,24148,121382,High,378401,106,7323
Yala,Nuwara_Eliya,2.2,Granola,Loamy,1323,230302,19574,109136,Medium,359012,108,6651
Maha,Badulla,2.63,Granola,Loamy,1034,165100,12938,110364,High,288402,129,7792
Yala,Nuwara_Eliya,1.34,Granola,Loamy,1337,253506,23056,138788,High,415350,128,7868
Maha,Nuwara_Eliya,0.54,Granola,Sandy_Loam,1223,211909,24034,108130,Medium,344073,133,6435
Yala,Badulla,1.24,Granola,Clay_Loam,1194,213902,15010,168517,High,397429,121,7216
Yala,Badulla,1.66,Other,Loamy,1052,197494,15427,140869,Low,353790,110,5900
Yala,Badulla,1.84,Lapala,Loamy,970,178927,16804,145506,Medium,341237,121,6112
Maha,Badulla,2.5,Granola,Loamy,1356,197615,27030,117222,High,341867,121,7314
Yala,Badulla,1.23,Lapala,Loamy,693,111266,12045,160585,High,283896,123,7290
Yala,Badulla,1.95,Granola,Clay_Loam,1188,173552,19905,121040,Medium,314497,91,6540
Maha,Nuwara_Eliya,0.75,Lapala,Clay_Loam,1209,214996,22462,109484,Low,346942,103,5374
Maha,Nuwara_Eliya,2.17,Granola,Loamy,1043,178642,16648,114765,High,310055,113,7729
Yala,Badulla,1.19,Granola,Loamy,1158,184609,21498,130604,High,336711,120,7987
Yala,Badulla,1.18,Granola,Loamy,1294,223166,16373,102184,High,341723,97,7419
Yala,Nuwara_Eliya,2.65,Other,Loamy,1149,178656,15997,122288,Medium,316941,135,6227
Maha,Nuwara_Eliya,1.31,Granola,Loamy,1268,195545,22465,141105,Medium,359115,138,6653
Yala,Nuwara_Eliya,1.36,Granola,Loamy,1135,170481,19916,172534,Medium,362931,109,6454
Yala,Badulla,2.85,Lapala,Clay_Loam,1202,183145,18283,154697,Low,356125,133,5775
Maha,Badulla,2.83,Granola,Clay_Loam,1362,201528,21616,109658,Medium,332802,120,6573
Yala,Badulla,2.66,Lapala,Sandy_Loam,1103,161482,17121,169893,Low,348496,102,5965
Maha,Nuwara_Eliya,2.38,Granola,Sandy_Loam,1083,163945,21550,140389,Medium,325884,124,6021
Yala,Nuwara_Eliya,1.48,Granola,Sandy_Loam,1257,178852,17115,161276,Medium,357243,127,6751
Maha,Badulla,2.02,Granola,Loamy,1110,190942,17197,98317,High,306456,135,7736
Yala,Badulla,1.81,Granola,Clay_Loam,971,136946,11897,135662,Low,284505,126,5725
Yala,Nuwara_Eliya,1.32,Granola,Loamy,1279,214847,22356,176739,High,413942,136,7290
Yala,Badulla,0.71,Granola,Loamy,1504,238164,24608,136472,Medium,399244,94,6757
Yala,Badulla,0.78,Lapala,Clay_Loam,1273,229263,22677,161398,Medium,413338,123,6190
Yala,Nuwara_Eliya,1.79,Granola,Sandy_Loam,1278,206611,18164,177722,Medium,402497,102,6410
Maha,Badulla,2.29,Lapala,Loamy,831,131968,13082,127745,High,272795,98,7338
Yala,Nuwara_Eliya,2.2,Other,Loamy,1255,225837,15423,178561,Low,419821,112,5832
Yala,Badulla,0.91,Lapala,Loamy,874,130858,15731,114795,Medium,261384,109,6265
Maha,Badulla,1.58,Granola,Sandy_Loam,1079,183040,20683,99790,High,303513,113,7310
Yala,Nuwara_Eliya,0.75,Granola,Sandy_Loam,1293,245401,17363,178418,Medium,441182,108,6188
Maha,Nuwara_Eliya,2.03,Granola,Loamy,1027,184509,17257,99036,Medium,300802,137,6236
Yala,Badulla,1.56,Granola,Loamy,1110,193590,21842,131258,Medium,346690,116,6582
Maha,Badulla,2.93,Lapala,Sandy_Loam,1743,286890,32104,150336,Low,469330,96,5914
Maha,Nuwara_Eliya,1.67,Granola,Loamy,889,167125,14366,126062,High,307553,116,7737
Yala,Badulla,0.95,Granola,Sandy_Loam,1328,210565,16736,176251,High,403552,111,7051
Yala,Badulla,1.87,Granola,Sandy_Loam,1271,229018,20874,133970,Low,383862,95,5951
Maha,Badulla,1.28,Other,Sandy_Loam,1246,184866,24705,123753,Low,333324,95,5789
Yala,Badulla,2.72,Granola,Clay_Loam,1623,249250,19982,166301,Medium,435533,133,6646
Maha,Badulla,1.95,Lapala,Loamy,859,137537,15562,111953,Medium,265052,131,6267
Maha,Nuwara_Eliya,2.85,Lapala,Sandy_Loam,1321,231941,25554,112366,Medium,369861,120,6014
Yala,Badulla,2.08,Lapala,Loamy,1228,192702,21199,154595,Low,368496,117,5644
Maha,Nuwara_Eliya,1.21,Granola,Sandy_Loam,1466,206584,26454,113880,Medium,346918,105,6856
Yala,Badulla,2.71,Granola,Loamy,1269,196208,19499,153602,High,369309,138,7982
Yala,Nuwara_Eliya,3,Granola,Loamy,1410,255480,19169,95469,Medium,370118,101,6981
Maha,Nuwara_Eliya,2.06,Granola,Sandy_Loam,1136,161037,15162,155507,Medium,331706,99,6823
Maha,Nuwara_Eliya,2.63,Granola,Loamy,1230,227536,15922,117960,High,361418,128,7232
Maha,Badulla,1.46,Other,Sandy_Loam,1132,160925,22407,91545,Low,274877,137,5571
Maha,Nuwara_Eliya,2.22,Other,Clay_Loam,1386,205192,18641,140898,Low,364731,121,5905
Yala,Nuwara_Eliya,2.9,Lapala,Clay_Loam,732,138244,12192,168018,Medium,318454,137,6199
Maha,Badulla,0.51,Granola,Loamy,1418,211707,19905,117444,Medium,349056,108,6969
Yala,Badulla,0.61,Lapala,Sandy_Loam,1610,292028,24828,147700,Medium,464556,137,6831
Yala,Nuwara_Eliya,2.11,Granola,Sandy_Loam,1029,194549,16614,173487,High,384650,110,7817
Maha,Badulla,1.97,Granola,Loamy,1086,195292,15536,107489,Medium,318317,138,6843
Maha,Badulla,2.02,Granola,Clay_Loam,1362,236609,20743,167614,Medium,424966,99,6545
Yala,Badulla,2.06,Lapala,Sandy_Loam,1045,171588,18407,110447,Low,300442,90,5907
Yala,Nuwara_Eliya,2.24,Granola,Loamy,1093,172480,14601,99567,High,286648,135,8205
Yala,Badulla,0.64,Granola,Loamy,1069,160396,19449,154132,Medium,333977,121,6898
Maha,Badulla,2.92,Granola,Loamy,1006,167279,12806,129280,High,309365,119,7187
Yala,Nuwara_Eliya,1.86,Other,Loamy,1127,161522,18499,99444,Low,279465,91,5489
Maha,Nuwara_Eliya,2.26,Granola,Sandy_Loam,1224,182527,20694,127076,High,330297,122,7809
Yala,Badulla,2.71,Granola,Clay_Loam,1040,150365,13414,155406,Medium,319185,137,6674
Yala,Nuwara_Eliya,1.16,Granola,Loamy,905,142566,12608,95608,Medium,250782,98,6335
Yala,Badulla,0.85,Granola,Sandy_Loam,1015,158279,12596,125610,Medium,296485,99,6925
Yala,Nuwara_Eliya,1.83,Granola,Loamy,1219,221961,16767,156079,Medium,394807,127,6966
Yala,Badulla,1.68,Granola,Loamy,1187,196102,22307,111207,High,329616,136,8114
Maha,Badulla,1.41,Granola,Sandy_Loam,1184,198833,22258,179639,Medium,400730,115,6484
Yala,Badulla,0.51,Granola,Sandy_Loam,1203,223545,20480,165630,High,409655,97,7524
Maha,Badulla,0.93,Granola,Clay_Loam,1462,207034,22953,118212,High,348199,123,7118
Yala,Nuwara_Eliya,1.57,Other,Sandy_Loam,1171,177645,17910,154448,Low,350003,95,5400
Yala,Nuwara_Eliya,0.86,Lapala,Loamy,1384,223723,23767,114473,Medium,361963,109,6967
Yala,Badulla,1.82,Granola,Loamy,867,140292,14792,100901,High,255985,103,7156
Maha,Badulla,2.67,Other,Clay_Loam,990,140921,19386,101586,Low,261893,91,5368
Maha,Nuwara_Eliya,0.96,Granola,Loamy,1005,167991,19990,128914,High,316895,122,8145
Maha,Badulla,1.29,Granola,Sandy_Loam,1314,211642,24745,159439,High,395826,93,7047
Yala,Nuwara_Eliya,1.89,Other,Clay_Loam,878,133210,14276,100282,Low,247768,117,4685
Maha,Badulla,1.05,Other,Sandy_Loam,1052,165671,13405,136512,Low,315588,100,5863
Yala,Nuwara_Eliya,2.04,Lapala,Sandy_Loam,812,132339,10955,147270,Low,290564,115,5462
Maha,Badulla,1.7,Other,Sandy_Loam,1225,213244,18022,141427,Medium,372693,112,6076
Maha,Nuwara_Eliya,1.73,Granola,Loamy,1220,223444,18706,156947,Medium,399097,132,6733
Maha,Nuwara_Eliya,1.39,Lapala,Loamy,806,125269,14052,140889,Medium,280210,111,6588
Yala,Nuwara_Eliya,1.41,Lapala,Loamy,977,175421,16346,110684,Medium,302451,113,6326
Maha,Nuwara_Eliya,0.58,Other,Sandy_Loam,1345,237899,16168,146541,Low,400608,119,5864
Maha,Badulla,1.89,Other,Loamy,1099,198540,21456,120212,Medium,340208,116,6379
Maha,Nuwara_Eliya,1.74,Granola,Clay_Loam,1295,238064,22800,149015,Medium,409879,126,6200
Yala,Nuwara_Eliya,0.64,Granola,Sandy_Loam,1076,151030,21417,149295,Medium,321742,108,6739
Maha,Nuwara_Eliya,1.36,Lapala,Clay_Loam,1194,178152,22355,100940,Low,301447,100,5072
Yala,Badulla,2.79,Granola,Loamy,1312,228943,24872,161722,High,415537,107,7727
Yala,Nuwara_Eliya,0.77,Other,Loamy,1106,183630,16734,176393,Medium,376757,106,6598
Yala,Badulla,1.45,Lapala,Clay_Loam,1042,192160,15734,141860,Low,349754,131,5339
Yala,Nuwara_Eliya,2.73,Granola,Loamy,1347,244671,16371,100098,Medium,361140,139,6669
Maha,Badulla,0.96,Granola,Sandy_Loam,1386,230762,25984,111145,Medium,367891,112,6097
Yala,Badulla,1.13,Granola,Loamy,1562,220770,19892,151733,High,392395,111,7921
Maha,Nuwara_Eliya,2.66,Granola,Loamy,1059,161022,16922,175010,High,352954,112,7486
Yala,Badulla,2.68,Granola,Loamy,1018,182463,18852,173459,Medium,374774,125,6594
Yala,Nuwara_Eliya,0.58,Lapala,Sandy_Loam,1305,227544,19005,107886,Low,354435,132,5631
Yala,Badulla,1.02,Granola,Loamy,1241,231950,24484,177642,High,434076,91,8095
Maha,Nuwara_Eliya,2.86,Lapala,Sandy_Loam,1166,221024,17931,101804,High,340759,138,7100
Yala,Badulla,1.44,Lapala,Clay_Loam,1119,173679,17626,168643,Medium,359948,92,6577
Maha,Badulla,2.29,Granola,Clay_Loam,1143,166394,20154,155552,Low,342100,134,5593
Yala,Nuwara_Eliya,2,Lapala,Loamy,1347,215313,22458,156412,Medium,394183,105,6478
Yala,Nuwara_Eliya,1.08,Granola,Clay_Loam,1507,257114,21527,148820,Medium,427461,122,6639
Maha,Nuwara_Eliya,2.92,Lapala,Loamy,1053,154434,14356,159004,Low,327794,104,5575
Maha,Badulla,0.92,Granola,Loamy,1112,206853,21165,131120,High,359138,110,7257
Yala,Badulla,0.63,Other,Loamy,904,135527,14264,134245,Low,284036,90,5446
Yala,Badulla,1.12,Granola,Clay_Loam,1407,266638,28137,138013,High,432788,131,7410
Yala,Nuwara_Eliya,1.13,Granola,Loamy,1029,187975,17194,168633,High,373802,129,7512
Yala,Badulla,1.54,Granola,Loamy,1659,290741,23421,109972,Medium,424134,123,6292
Maha,Nuwara_Eliya,2.11,Lapala,Sandy_Loam,1457,250808,23542,151361,Low,425711,112,5719
Maha,Badulla,1.9,Granola,Clay_Loam,950,142585,11936,159552,Medium,314073,102,6671
Maha,Nuwara_Eliya,1.8,Granola,Loamy,873,125374,15676,158217,High,299267,139,7996
Yala,Nuwara_Eliya,2.93,Granola,Loamy,1176,183176,22966,166456,High,372598,132,7166
Yala,Nuwara_Eliya,0.95,Granola,Clay_Loam,1396,215748,25623,134143,Medium,375514,91,6969
Maha,Nuwara_Eliya,0.71,Other,Loamy,1108,207528,19606,156749,Medium,383883,114,6043
Maha,Badulla,2.73,Other,Loamy,1132,211510,13594,170481,Low,395585,105,5745
Maha,Nuwara_Eliya,1.29,Granola,Clay_Loam,967,160070,14827,109724,Medium,284621,126,6714
Yala,Nuwara_Eliya,2.81,Granola,Loamy,1129,169705,14775,128217,Medium,312697,96,6959
Maha,Badulla,1.18,Granola,Sandy_Loam,1058,164987,21099,151058,Medium,337144,126,6214
Maha,Nuwara_Eliya,1.19,Granola,Loamy,1253,187496,20797,119529,Medium,327822,131,6463
Yala,Badulla,1.7,Granola,Clay_Loam,1189,171607,19903,158288,Medium,349798,99,6592
Yala,Nuwara_Eliya,2.42,Lapala,Clay_Loam,1494,279204,22774,141189,Medium,443167,129,6238
Maha,Nuwara_Eliya,0.53,Granola,Loamy,1029,180544,13045,156744,Medium,350333,124,6606
Yala,Badulla,2.07,Lapala,Clay_Loam,1054,192467,20783,142324,Medium,355574,135,6435
Maha,Badulla,0.53,Other,Loamy,1132,180890,16042,116249,Medium,313181,96,6648
Maha,Nuwara_Eliya,1.28,Granola,Sandy_Loam,1253,191348,17632,133950,Medium,342930,122,6027
Yala,Badulla,2.1,Other,Loamy,1211,178174,16346,170238,Medium,364758,90,6668
Yala,Badulla,2.98,Granola,Sandy_Loam,1060,199437,19771,131719,Medium,350927,126,6041
Maha,Badulla,1.2,Granola,Loamy,1279,208236,20782,103173,High,332191,96,7318
Maha,Badulla,0.74,Granola,Clay_Loam,1052,151081,19995,137185,Medium,308261,110,6091
Yala,Nuwara_Eliya,2.58,Granola,Loamy,1131,209455,13973,119019,High,342447,118,7178
Maha,Badulla,0.67,Granola,Loamy,1200,208333,23529,133704,High,365566,113,7471
Yala,Nuwara_Eliya,2.8,Lapala,Loamy,1327,236497,24839,116295,Medium,377631,136,6613
Yala,Badulla,1.99,Granola,Clay_Loam,994,145266,13954,163226,High,322446,120,7115
Yala,Nuwara_Eliya,1.44,Other,Loamy,1118,203964,14660,142219,Medium,360843,134,6041
Yala,Nuwara_Eliya,2.51,Lapala,Clay_Loam,1307,212180,17494,94302,Low,323976,102,5259
Maha,Nuwara_Eliya,0.96,Granola,Loamy,1265,199748,24229,96317,High,320294,139,7389
Maha,Nuwara_Eliya,2.2,Lapala,Loamy,1435,262722,18950,115095,Low,396767,94,5945
Yala,Nuwara_Eliya,2.79,Granola,Loamy,1388,263560,25021,177371,High,465952,129,8132
Yala,Nuwara_Eliya,0.7,Granola,Sandy_Loam,1215,191406,17237,141965,Low,350608,136,5851
Yala,Nuwara_Eliya,2.31,Other,Clay_Loam,1224,183861,20026,158881,Low,362768,134,5988
Maha,Nuwara_Eliya,2,Granola,Loamy,1519,227866,19603,165844,Medium,413313,102,6678
Maha,Badulla,1.45,Granola,Loamy,1232,184143,18344,167581,High,370068,111,8030
Maha,Badulla,1.5,Lapala,Loamy,1051,151842,18093,133824,High,303759,129,7322
Yala,Badulla,2.5,Other,Clay_Loam,1377,215972,17669,141635,Medium,375276,118,6257
Maha,Nuwara_Eliya,2.23,Granola,Loamy,1416,240158,23110,134451,Medium,397719,115,6420
Maha,Nuwara_Eliya,0.75,Granola,Clay_Loam,1140,192339,20687,115994,Medium,329020,110,6506
Yala,Badulla,0.56,Granola,Sandy_Loam,1290,185348,17437,120406,Medium,323191,93,6171
Yala,Nuwara_Eliya,2.2,Granola,Loamy,921,129875,15193,131875,Medium,276943,122,6383
Maha,Nuwara_Eliya,2.73,Granola,Sandy_Loam,1245,230112,17927,106364,Medium,354403,112,6278
Yala,Nuwara_Eliya,2.66,Lapala,Loamy,1083,168959,16314,146723,Medium,331996,112,6761
Maha,Nuwara_Eliya,2.32,Granola,Sandy_Loam,1409,237770,18138,106037,High,361945,92,7430
Yala,Nuwara_Eliya,1.29,Granola,Loamy,1576,297071,24395,126543,High,448009,108,7840
Yala,Nuwara_Eliya,1.36,Lapala,Loamy,1247,192622,21363,106735,Medium,320720,105,6482
Yala,Nuwara_Eliya,0.77,Other,Loamy,1169,190973,15668,102698,Medium,309339,96,6003
Yala,Badulla,2.95,Granola,Loamy,1217,183540,19412,158041,Medium,360993,116,6680
Yala,Nuwara_Eliya,2.4,Granola,Loamy,1107,163431,21137,155871,Medium,340439,118,6549
Yala,Badulla,1.8,Granola,Loamy,1066,201095,16761,173387,Medium,391243,90,6599
Maha,Badulla,2.42,Granola,Clay_Loam,1297,224755,22828,150638,Medium,398221,109,6814
Maha,Badulla,1.33,Other,Loamy,1393,219333,18188,101395,Medium,338916,130,6854
Maha,Badulla,2.83,Other,Loamy,1049,160385,13378,118366,Low,292129,133,5810
Yala,Badulla,1.08,Other,Clay_Loam,1230,173319,16025,134648,Low,323992,113,5854
Maha,Badulla,2.11,Lapala,Loamy,899,132464,14909,177972,Medium,325345,101,6227
Maha,Nuwara_Eliya,1.17,Granola,Sandy_Loam,1245,176715,24472,94165,High,295352,134,7604
Maha,Nuwara_Eliya,0.7,Granola,Loamy,1580,299125,24540,136636,High,460301,116,7224
Maha,Nuwara_Eliya,0.52,Granola,Loamy,1178,170901,20778,108442,High,300121,134,8058
Maha,Nuwara_Eliya,2.85,Granola,Sandy_Loam,1292,238272,24302,129003,Low,391577,127,5979
Maha,Badulla,2.38,Granola,Clay_Loam,1101,159493,20748,133198,High,313439,131,7074
Yala,Nuwara_Eliya,2.5,Granola,Clay_Loam,1218,214295,16811,104964,Medium,336070,131,6186
Yala,Nuwara_Eliya,0.57,Granola,Sandy_Loam,1384,250592,24344,152296,Medium,427232,115,6878
Maha,Nuwara_Eliya,1.12,Granola,Clay_Loam,1521,253846,22572,178017,High,454435,125,7102
Maha,Badulla,2.45,Lapala,Clay_Loam,1294,181449,20716,153435,Medium,355600,97,6154
Maha,Nuwara_Eliya,1.58,Granola,Clay_Loam,1303,240104,22708,163696,Medium,426508,118,6508
Maha,Nuwara_Eliya,0.82,Granola,Clay_Loam,1431,206051,18870,91991,Medium,316912,121,6619
Maha,Nuwara_Eliya,2.72,Granola,Loamy,1039,152633,13567,100270,Medium,266470,102,6725
Yala,Nuwara_Eliya,1.43,Granola,Loamy,1106,164953,14538,175057,Medium,354548,139,6165
Yala,Nuwara_Eliya,1.56,Granola,Loamy,1174,180308,17393,98488,High,296189,111,8175
Yala,Nuwara_Eliya,2.69,Lapala,Clay_Loam,985,176812,17017,167092,Low,360921,93,5824
Maha,Badulla,2.91,Lapala,Clay_Loam,1400,232622,27151,164253,Medium,424026,132,6195
Yala,Badulla,0.59,Other,Sandy_Loam,1358,210363,17916,164657,Medium,392936,131,6347
Yala,Nuwara_Eliya,1.42,Granola,Loamy,1214,201930,23568,92845,Medium,318343,128,6180
Yala,Badulla,1.57,Granola,Sandy_Loam,1662,276686,20330,93645,High,390661,120,7424
Yala,Badulla,2.03,Granola,Sandy_Loam,1477,252631,29176,107755,Medium,389562,137,6878
Yala,Nuwara_Eliya,0.75,Granola,Sandy_Loam,1352,237067,16658,139193,High,392918,94,7811
Yala,Badulla,2.65,Other,Loamy,1109,191592,16327,119030,Low,326949,111,5442
Maha,Badulla,1.18,Other,Clay_Loam,1543,292726,20592,102945,Low,416263,115,5739
Maha,Badulla,2.65,Granola,Loamy,1532,217757,30638,122752,High,371147,93,7894
Maha,Badulla,2.54,Other,Sandy_Loam,1451,270054,17826,159005,Low,446885,123,5016
Yala,Nuwara_Eliya,1.79,Lapala,Loamy,1127,181371,21469,140447,Low,343287,108,5627
Maha,Badulla,1.51,Granola,Clay_Loam,1261,189764,18443,168304,Low,376511,127,5915
Maha,Badulla,2.29,Granola,Sandy_Loam,801,130210,14408,171199,Medium,315817,92,6849
Yala,Badulla,1.67,Other,Loamy,1058,197446,18033,174073,Low,389552,127,5365
Maha,Nuwara_Eliya,1.49,Granola,Loamy,1319,213264,24117,174771,Medium,412152,133,6515
Yala,Badulla,1.37,Granola,Loamy,1192,216131,18615,137132,Medium,371878,139,6197
Yala,Badulla,0.88,Lapala,Loamy,1122,175540,18833,106520,Medium,300893,104,6347
Maha,Badulla,2.2,Lapala,Loamy,1365,229671,26341,177152,High,433164,122,7454
Maha,Nuwara_Eliya,1.61,Granola,Loamy,1006,183525,18177,144128,Medium,345830,107,6469
Maha,Nuwara_Eliya,2.2,Granola,Loamy,742,118229,13448,169540,Medium,301217,124,6800
Yala,Badulla,0.83,Granola,Loamy,1259,238605,23963,94104,High,356672,111,7909
Maha,Badulla,2.33,Other,Clay_Loam,1035,173657,16433,165152,Medium,355242,136,6318
Yala,Nuwara_Eliya,2.98,Granola,Loamy,1151,205334,21665,160100,High,387099,121,7169
Maha,Nuwara_Eliya,1.71,Lapala,Loamy,1113,175364,13539,177923,High,366826,93,7287
Yala,Badulla,1.97,Lapala,Loamy,818,116835,15268,94065,Medium,226168,122,6146
Yala,Badulla,0.98,Lapala,Sandy_Loam,1077,160717,15277,126808,Medium,302802,124,6458
Yala,Nuwara_Eliya,1.17,Granola,Clay_Loam,1203,198045,20601,127260,High,345906,104,7333
Yala,Nuwara_Eliya,1.37,Other,Sandy_Loam,1207,170736,14707,136486,Low,321929,114,5700
Yala,Badulla,2.97,Granola,Loamy,964,144726,18649,167245,High,330620,99,7944
